Item #,Item Title,Collection,Product Type,WebDescription,Unit Price,MSRP,Image
ROL1082,Silver & 10KY Diamond Rhythm Of Love Pendant 1/10 ctw,Rhythm of Love,Diamond Pendant,This Silver and 10K White Gold Rhythm of Love Diamond pendant features a cut-out pendant design accented with 20 round-cut diamonds.,,399,ROL1082.jpg
ROL1082R,Silver & 10K Rose Gold Diamond Rhythm of Love Pendant 1/10 ctw,Rhythm of Love,Diamond Pendant,This Silver and 10K Rose Gold Rhythm of Love Diamond pendant features a cut-out pendant design accented with 20 round-cut diamonds.,,400,ROL1082R.jpg
ROL1083,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out pendant design accented with 24 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1083.jpg
ROL1083R,14KP Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Rose Gold Rhythm of Love Diamond pendant features a cut-out pendant design accented with 24 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1083R.jpg
ROL1083Y,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Yellow Gold Rhythm of Love Diamond pendant features a cut-out pendant design accented with 24 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1083Y.jpg
ROL1084,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out heart design accented with 24 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1084.jpg
ROL1084R,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Rose Gold Rhythm of Love Diamond pendant features a cut-out heart design accented with 24 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1084R.jpg
ROL1084Y,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Yellow Gold Rhythm of Love Diamond pendant features a cut-out heart design accented with 24 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1084Y.jpg
ROL1085,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out teardrop design accented with 25 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1085.jpg
ROL1085R,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Rose Gold Rhythm of Love Diamond pendant features a cut-out teardrop design accented with 25 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1085R.jpg
ROL1085Y,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Yellow Gold Rhythm of Love Diamond pendant features a cut-out teardrop design accented with 25 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1085Y.jpg
ROL1086,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 23 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1086.jpg
ROL1086R,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Rose Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 23 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1086R.jpg
ROL1086Y,14K Diamond Rhythm Of Love Pendant 1/3 ctw,Rhythm of Love,Diamond Pendant,"This 14K Yellow Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 23 round-cut diamonds, weighing 1/3 ctw.",,800,ROL1086Y.jpg
ROL1087,Silver Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This Silver Rhythm of Love Diamond pendant features a cut-out snowflake design accented with 13 round-cut diamonds, weighing 1/20 ctw.",,200,ROL1087.jpg
ROL1088,Silver Diamond Rhythm Of Love Cross Pendant 1/6 ctw,Rhythm of Love,Diamond Pendant,"This Silver Rhythm of Love Diamond pendant features a cut-out cross design accented with 38 round-cut diamonds, weighing 1/6 ctw.",,350,ROL1088.jpg
ROL1089,Silver Diamond Rhythm Of Love Cross Pendant 1/6 ctw,Rhythm of Love,Diamond Pendant,"This Silver Rhythm of Love Diamond pendant features a cut-out cross design accented with 38 round-cut diamonds, weighing 1/6 ctw.",,349,ROL1089.jpg
ROL1090,14K Diamond Rhythm Of Love Pendant 1/2 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features 3 cut-out circles accented with 60 round-cut diamonds, weighing 1/2 ctw.",,1500,ROL1090.jpg
ROL1090R,14K Diamond Rhythm Of Love Pendant 1/2 ctw,Rhythm of Love,Diamond Pendant,"This 14K Rose Gold Rhythm of Love Diamond pendant features 3 cut-out circles accented with 60 round-cut diamonds, weighing 1/2 ctw.",,1500,ROL1090R.jpg
ROL1090Y,14K Diamond Rhythm Of Love Pendant 1/2 ctw,Rhythm of Love,Diamond Pendant,"This 14K Yellow Gold Rhythm of Love Diamond pendant features 3 cut-out circles accented with 60 round-cut diamonds, weighing 1/2 ctw.",,1500,ROL1090Y.jpg
ROL1091,14K Diamond Rhythm Of Love Pendant 1 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features 3 cut-out circles accented with 57 round-cut diamonds, weighing 1 ctw.",,3000,ROL1091.jpg
ROL1091R,14K Diamond Rhythm Of Love Pendant 1 ctw,Rhythm of Love,Diamond Pendant,"This 14K Rose Gold Rhythm of Love Diamond pendant features 3 cut-out circles accented with 57 round-cut diamonds, weighing 1 ctw.",,3000,ROL1091R.jpg
ROL1091Y,14K Diamond Rhythm Of Love Pendant 1 ctw,Rhythm of Love,Diamond Pendant,"This 14K Yellow Gold Rhythm of Love Diamond pendant features 3 cut-out circles accented with 57 round-cut diamonds, weighing 1 ctw.",,3000,ROL1091Y.jpg
ROL1092,14K Diamond Rhythm Of Love Pendant 2 ctw (With Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Diamond pendant is set with 19 round-cut diamonds, weighing 2 ctw including the center stone.",,14999,ROL1092.jpg
ROL1092BL,14K Blue & White Diamond Rhythm Of Love Pendant 2 ctw ( Blue Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Blue Diamond pendant is set with 19 round-cut blue and white diamonds, weighing 2 ctw including the center stone.",,7039.6927,ROL1092BL.jpg
ROL1092R,14K Diamond Rhythm Of Love Pendant 2 ctw (1 1/2 ct Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K Rose Gold Rhythm of Love Diamond pendant is set with 19 round-cut diamonds, weighing 2 ctw including the center stone.",,15000,ROL1092R.jpg
ROL1092RBRN,14K Diamond Rhythm Of Love Pendant 2 ctw ( 1 1/2 ct ctr ),Rhythm of Love,Diamond Pendant,"This gorgeous 14K Rose Gold Rhythm of Love Brown Diamond pendant is set with 19 round-cut brown and white diamonds, weighing 2 ctw including the center stone.",,7602.5226,ROL1092RBRN.jpg
ROL1092T,14K Tanzanite & Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Diamond and Tanzanite pendant is set with 19 round-cut diamonds, weighing 2 ctw including the center stone.",,2200,ROL1092T.jpg
ROL1092Y,14K Diamond Rhythm Of Love Pendant 2 ctw (1 1/2 ct Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K Yellow Gold Rhythm of Love Diamond pendant is set with 19 round-cut diamonds, weighing 2 ctw including the center stone.",,15000,ROL1092Y.jpg
ROL1093,14K Diamond Rhythm Of Love Pendant 2 1/2 ctw (2 ctw Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Diamond pendant is set with 19 round-cut diamonds, weighing 2 1/2 ctw including the center stone.",,24999,ROL1093.jpg
ROL1093BL,14K Diamond Rhythm Of Love Pendant 2 1/2 ctw (2 ct ctr blue dia),Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Blue Diamond pendant is set with 19 round-cut diamonds, weighing 2 1/2 ctw including the 2 ct. blue diamond center.",,11399,ROL1093BL.jpg
ROL1093BRN,14K Diamond Rhythm Of Love Pendant 2 1/2 ctw (2 ct ctr blue dia),Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Brown Diamond pendant is set with 19 round-cut diamonds, weighing 2 1/2 ctw including the brown diamond center.",,11000,ROL1093BRN.jpg
ROL1093R,14KP Diamond Rhythm Of Love Pendant 2 1/2 ctw (2 ct Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K Rose Gold Rhythm of Love Diamond pendant is set with 19 round-cut diamonds, weighing 2 1/2 ctw including the center stone.",,1894.1716,ROL1093R.jpg
ROL1093T,14K Tanzanite & Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This gorgeous 14K White Gold Rhythm of Love Tanzanite and Diamond pendant is set with 19 round-cut diamonds, weighing 2 1/2 ctw including the center Tanzanite.",,1500,ROL1093T.jpg
ROL1093Y,14K Diamond Rhythm Of Love Pendant 2 1/2 ctw (2 ct Center),Rhythm of Love,Diamond Pendant,"This gorgeous 14K Yellow Gold Rhythm of Love Diamond pendant is set with 19 round-cut diamonds, weighing 2 1/2 ctw including the center stone.",,1400,ROL1093Y.jpg
ROL1094,14K Diamond Rhythm Of Love Pendant 1/2 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features 3 descending cut-out circles accented with 57 round-cut diamonds, weighing 1/2 ctw.",,2200,ROL1094.jpg
ROL1096,14K Diamond Rhythm Of Love Pendant 1 ctw,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features 3 descending cut-out circles accented with 60 round-cut diamonds, weighing 1 ctw.",,2400,ROL1096.jpg
ROL1097E,14K Emerald & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Emerald and Diamond pendant features a cut-out square design accented with 16 round-cut diamonds and set with an emerald at center.,,499,ROL1097E.jpg
ROL1097R,14K Ruby & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Ruby and Diamond pendant features a cut-out square design accented with 16 round-cut diamonds and set with a ruby at center.,,499,ROL1097R.jpg
ROL1097S,14K Sapphire & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Sapphire and Diamond pendant features a cut-out square design accented with 16 round-cut diamonds and set with a sapphire at center.,,499,ROL1097S.jpg
ROL1098E,14K Emerald & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Emerald and Diamond pendant features a cut-out square design accented with 16 round-cut diamonds and set with an emerald at center.,,499,ROL1098E.jpg
ROL1098R,14K Ruby & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Ruby and Diamond pendant features a cut-out square design accented with 16 round-cut diamonds and set with a ruby at center.,,499,ROL1098R.jpg
ROL1098S,14K Sapphire & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Sapphire and Diamond pendant features a cut-out square design accented with 16 round-cut diamonds and set with a sapphire at center.,,500,ROL1098S.jpg
ROL1099 E,14K Emerald & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Emerald and Diamond pendant features a cut-out circle design accented with 16 round-cut diamonds and set with an emerald at center.,,499,ROL1099 E.jpg
ROL1099R,14K Ruby & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Ruby and Diamond pendant features a cut-out circle design accented with 16 round-cut diamonds and set with a ruby at center.,,499,ROL1099R.jpg
ROL1099S,14K Sapphire & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Sapphire and Diamond pendant features a cut-out circle design accented with 16 round-cut diamonds and set with a sapphire at center.,,499,ROL1099S.jpg
ROL1100R,14K Sapphire & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Ruby and Diamond pendant features a cut-out circle design accented with 33 round-cut diamonds and rubies.,,1400,ROL1100R.jpg
ROL1100S,14K Sapphire & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Sapphire and Diamond pendant features a cut-out circle design accented with 33 round-cut diamonds and sapphires.,,1400,ROL1100S.jpg
ROL1101R,14K Ruby & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Ruby and Diamond pendant features a cut-out square design accented with 40 round-cut diamonds and rubies.,,1150,ROL1101R.jpg
ROL1101S,14K Sapphire & Diamond Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,This 14K White Gold Rhythm of Love Sapphire and Diamond pendant features a cut-out square design accented with 40 round-cut diamonds and sapphires.,,1150,ROL1101S.jpg
ROL1104,14K Diamond Rhythm Of Love Ring 1/5 ctw,Rhythm of Love,Diamond Fashion Ring,"Crafted from 14K Yellow Gold, this Rhythm of Love Diamond ring is set with 39 round-cut diamonds, weighing 1/5 ctw.",,1500,ROL1104.jpg
ROL1106,14K Diamond Rhythm Of Love Ring 1/4 ctw,Rhythm of Love,Diamond Fashion Ring,"Crafted from 14K Rose Gold, this Rhythm of Love Teardrop Diamond ring is set with 50 round-cut diamonds, weighing 1/4 ctw.",,1200,ROL1106.jpg
ROL1107,14K Diamond Rhythm Of Love Ring 1/4 ctw,Rhythm of Love,Diamond Fashion Ring,"Crafted from 14K Yellow Gold, this Rhythm of Love Diamond ring is set with 50 round-cut diamonds, weighing 1/4 ctw.",,1200,ROL1107.jpg
ROL1108,14K Diamond Rhythm Of Love Ring,Rhythm of Love,Diamond Fashion Ring,"Crafted from 14K Yellow Gold, this Rhythm of Love Diamond ring is set with 50 round-cut diamonds, weighing 1/4 ctw.",,1200,ROL1108.jpg
ROL1110,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out oval design accented with 72 round-cut diamonds, weighing 1/3 ctw.",,1000,ROL1110.jpg
ROL1112,Silver Rhythm Of Love Ring,Rhythm of Love,Diamond Fashion Ring,"Crafted from 14K Yellow Gold, this Rhythm of Love Split Shank Diamond ring is set with 61 round-cut diamonds, weighing 1/2 ctw.",,870,ROL1112.jpg
ROL1113,Silver Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This Silver Rhythm of Love Diamond pendant features a cut-out oval design accented with 17 round-cut diamonds, weighing 2/5 ctw.",,700,ROL1113.jpg
ROL1114,Silver Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This Rose Silver Rhythm of Love Diamond Heart pendant features a heart design accented with 24 round-cut diamonds, weighing 2/5 ctw.",,950,ROL1114.jpg
ROL1115,Silver Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This Silver Rhythm of Love Diamond pendant features a snowflake design accented with 18 round-cut diamonds, weighing 2/5 ctw.",,610,ROL1115.jpg
ROL1116,Silver Rhythm of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 15 round-cut diamonds, weighing 1/2 ctw.",,1000,ROL1116.jpg
ROL1119,Silver Diamond Rhythm of Love Pendant,Rhythm of Love,Diamond Pendant,"This Silver Rhythm of Love Diamond pendant features 3 descending cut-out circles accented with 51 round-cut diamonds, weighing 1 ctw.",,1450,ROL1119.jpg
ROL1120BL,Silver Blue & White Diamond Rhythm of Love Pendant,Rhythm of Love,Diamond Pendant,"This gorgeous Silver Rhythm of Love Blue Diamond pendant is accented with 45 round-cut diamonds, weighing 2/5 ctw.",,600,ROL1120BL.jpg
ROL1121BL,Silver Diamond Rhythm Of Love Blue Dia Pendant,Rhythm of Love,Diamond Pendant,"This gorgeous Silver Rhythm of Love Blue Teardrop Diamond pendant is accented with 19 round-cut diamonds, weighing 1/5 ctw.",,330,ROL1121BL.jpg
ROL1122BL,Silver Blue & White Diamond Rhythm Of Love Earrings,Rhythm of Love,Diamond Earrings,"Crafted from Silver, these Rhythm of Love Blue Diamond earrings are set with 30 round-cut diamonds, weighing 1/4 ctw.",,350,ROL1122BL.jpg
ROL1123,Silver Rhythm of Love Pendant,Rhythm of Love,Diamond Pendant,"Give the gift of love with this gorgeous Silver Rhythm of Love Diamond pendant that is accented with 32 round-cut diamonds, weighing 1/10 ctw.",,260,ROL1123.jpg
ROL1127Y,14K Diamond Rhythm Of Love Pendant 1/5 ctw,Rhythm of Love,Diamond Pendant,"Give the gift of love with this gorgeous 14K Yellow Gold Rhythm of Love Diamond pendant that is accented with 54 round-cut diamonds, weighing 1/5 ctw.",,590,ROL1127Y.jpg
ROL1128Y,14K Diamond Rhythm Of Love Pendant 1/5 ctw,Rhythm of Love,Diamond Pendant,"Give the gift of love with this gorgeous 14K Yellow Gold Rhythm of Love Diamond pendant that is accented with a single round-cut diamond at center, weighing 1/5 ctw.",,590,ROL1128Y.jpg
ROL1129Y,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"Give the gift of love with this gorgeous 14K Yellow Gold Rhythm of Love Diamond pendant that is accented with a single round-cut diamond at center, weighing 1/10 ctw.",,290,ROL1129Y.jpg
ROL1132,Silver Pink Tour Rhythm Of Love Pendant,Rhythm of Love,Gemstone Pendant,"This simple Silver Rhythm of Love Heart pendant is set with a vibrant tourmaline gemstone, sure to capture her heart.",,80,ROL1132.jpg
ROL1133,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features 3 descending cut-out circles accented with 57 round-cut diamonds, weighing 3/5 ctw.",,2000,ROL1133.jpg
ROL1134,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features 3 descending cut-out circles accented with 57 round-cut diamonds, weighing 7/8 ctw.",,2600,ROL1134.jpg
ROL1135,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 48 round-cut diamonds, weighing 1 ctw.",,3746.2523,ROL1135.jpg
ROL1136,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 47 round-cut diamonds, weighing 4/5 ctw.",,5976.2107,ROL1136.jpg
ROL1137,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out circle design accented with 47 round-cut diamonds, weighing 2 ctw.",,2400,ROL1137.jpg
ROL1138,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out teardrop design accented with 21 round-cut diamonds, weighing 3/4 ctw.",,3000,ROL1138.jpg
ROL1139,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out teardrop design accented with 21 round-cut diamonds, weighing 3/5 ctw.",,8457.1939,ROL1139.jpg
ROL1140,14K Diamond Rhythm Of Love Pendant,Rhythm of Love,Diamond Pendant,"This 14K White Gold Rhythm of Love Diamond pendant features a cut-out teardrop design accented with 22 round-cut diamonds, weighing 1/2 ctw.",,8999,ROL1140.jpg
